1,Ort (260$a),Jahr (260$c),"Quellenart, Umfang (300$a)",Format (300$c),Quellentyp (593$a),Zusätzl. Bemerkung (500$a),Lit. Fest (657$a)
850740148,,[1861-1890],,285x210 mm.,Autograph manuscript,non applicabile,
850740171,,[1891-1900],,220x300 mm,Autograph manuscript,non applicabile,
850740314,,[1861-1890],,295x225 mm,Autograph manuscript,non applicabile,
850740315,,[1861-1890],,280x200 mm,Autograph manuscript,non applicabile,
850740317,,1870 circa,,260x200 mm,Autograph manuscript,non applicabile,
850740466,,[1861-1890],,295x219 mm,Autograph manuscript,non applicabile,
850764533,,[1911-1940],,217x288 mm,Autograph manuscript,non applicabile,
850769857,,[1841-1860],,240x310 mm,Autograph manuscript,non applicabile,
850769859,,[1841-1860],,270x390 mm,Autograph manuscript,non applicabile,
850771312,,16 agosto del 1834,,241x334 mm.,Autograph manuscript,non applicabile,
850774246,,[1841-1860],,240x300 mm,Autograph manuscript,non applicabile,
850775364,,[1841-1860],,240x300 mm,Autograph manuscript,non applicabile,
850775466,,01 giugno del 1837,,290x210 mm,Autograph manuscript,non applicabile,
850775468,,[1841-1860],,310x220 mm,Autograph manuscript,non applicabile,
850775470,,[1841-1860],,270x380 mm,Autograph manuscript,non applicabile,
850777129,,1806,,222x294 mm,Autograph manuscript,non applicabile,
850777141,,1807,,215x280 mm,Autograph manuscript,non applicabile,
850669587,,[1941-1960],score,203x303 mm,Autograph manuscript,non applicabile e partitura,
850657827,,[1861-1890],vocal score,225x287 mm,Autograph manuscript,non applicabile e spartito,
850609258,,1830-1853,score,"225-240x310-320, 220x155 and 320x230 mm",Autograph manuscript,"non applicabile, partitura",
850676631,,[1741-1760],score,218x280 mm,Autograph manuscript,"non applicabile, partitura",
850798851,,18.5.1904,,240x335 mm,Autograph manuscript,Paritura,
850692601,,[1861-1890],"vocal score, conductor score",225x290 mm.,Autograph manuscript,part. spartitino parti condut.,
850667319,,[1911-1940],,305x215 mm,Autograph manuscript,metodo,
850808714,,2004,score,320x232 mm,Autograph manuscript,Paritura,
850809444,,1987,score,320x232 mm,Autograph manuscript,Paritura,
850776755,,[1840-1860],part,220 x 290 mm,Autograph manuscript,Parte,
850624842,,[1711-1740],1 part,300x220 mm,Autograph manuscript,parti,
850624843,,[1711-1740],1 part,300x220 mm,Autograph manuscript,parti,
850631264,,[1711-1740],1 part,230x320 mm,Autograph manuscript,parti,
850631265,,[1711-1740],1 part,230x220 mm,Autograph manuscript,parti,
850631266,,[1761-1790],1 part,230x150 mm,Autograph manuscript,parti,
850631275,,[1711-1740],1 part,320x230 mm,Autograph manuscript,parti,
850631276,,[1711-1740],1 part,320x230 mm,Autograph manuscript,parti,
850631283,,[1711-1740],1 part,300x220 mm,Autograph manuscript,parti,
850631391,,[1711-1740],1 part,300x230 mm,Autograph manuscript,parti,
850631399,,[1711-1740],1 part,32Ox230 mm,Autograph manuscript,parti,
850631401,,[1711-1740],1 part,310x220 mm,Autograph manuscript,parti,
850631402,,[1711-1740],1 part,280x210 mm,Autograph manuscript,parti,
850631403,,[1711-1740],1 part,300x220 mm,Autograph manuscript,parti,
850631406,,[1711-1740],1 part,320x220 mm,Autograph manuscript,parti,
850631410,,[1711-1740],1 part,230x300 mm,Autograph manuscript,parti,
850631413,,[1711-1740],1 part,300x220 mm,Autograph manuscript,parti,
850631414,,[1711-1740],1 part,different sizes,Autograph manuscript,parti,
850631418,,[1711-1740],1 part,230x310 mm,Autograph manuscript,parti,
850631420,,[1711-1740],1 part,320x230 mm,Autograph manuscript,parti,
850631554,,[1711-1740],1 part,300x220 mm,Autograph manuscript,parti,
850633548,,[1711-1740],1 part,different sizes,Autograph manuscript,parti,
850704418,,,1 part,31 x 23 cm,Autograph manuscript,parti,
850704419,,,1 part,31 x 24 cm,Autograph manuscript,parti,
850730506,,,1 part,31 x 24 cm,Autograph manuscript,parti,
850730716,,,1 part,31 x 24 cm.,Autograph manuscript,parti,
850730717,,,1 part,31 x 24 cm.,Autograph manuscript,parti,
850730718,,,1 part,31 x 24 cm,Autograph manuscript,parti,
850730719,,,1 part,31 x 24 cm.,Autograph manuscript,parti,
850730720,,,1 part,31 x 24 cm,Autograph manuscript,parti,
850731143,,,1 part,31 x 23 cm,Autograph manuscript,parti,
850731144,,,1 part,31 x 23 cm,Autograph manuscript,parti,
850731145,,,1 part,31 x 24 cm.,Autograph manuscript,parti,
850732438,,,1 part,32 x 23 cm,Autograph manuscript,parti,
850765605,,[1911-1940],1 part,238x328 mm,Autograph manuscript,parti,
850765739,,[1911-1940],1 part,230x307 mm,Autograph manuscript,parti,
850631508,,1892,11 parts,different sizes,Autograph manuscript,parti,
850631383,,[1861-1890],2 parts,240x330 mm,Autograph manuscript,parti,
850776855,,[1840-1860],2 parts,225 x 295 mm,Autograph manuscript,Parti,
850631509,,[1861-1890],4 parts,,Autograph manuscript,parti,
850633253,,[s.d.],5 parts,220x160 mm (one T part 160x230 mm).,Autograph manuscript,parti,
850764333,,[1911-1940],9 parts,237x166 mm.; 333x247 mm,Autograph manuscript,parti,
850604968,,[1841-1860],parts,230x325 mm.,Autograph manuscript,parti,
850607190,,[1811-1840],parts,220x310 and 225x155 mm.,Autograph manuscript,parti,
850668591,,[1911-1940],parts,325x245 mm,Autograph manuscript,parti,
850670519,,[1941-1960],parts,143-292x216 mm,Autograph manuscript,parti,
850602427,,[1791-1810],parts,235x340 mm,Autograph manuscript,parti,
850612149,,[1811-1840],parts,225x320 mm,Autograph manuscript,parti,
850736245,,1899,parts,,Autograph manuscript,parti,
850670643,,[1911-1940],parts,160x235 mm,Autograph manuscript,parti,
850607184,,[1811-1840],parts,225x315 mm.,Autograph manuscript,parti,
850604969,,[1841-1860],parts,235x320 mm.,Autograph manuscript,parti,
850670512,,[1911-1940],parts,,Autograph manuscript,parti,
850658339,,[1911-1940],parts,330x240 mm,Autograph manuscript,parti,
850605464,,[1701-1800],parts,295x210 and 150x220 mm.,Autograph manuscript,parti,
850668380,,[1941-1960],parts,200x150 mm,Autograph manuscript,parti,
850601927,,[1701-1800],parts,220x305 and 250-295x195-215 mm.,Autograph manuscript,parti,
850609284,,[1701-1800],parts,300x215 and 220x305 mm.,Autograph manuscript,parti,
850607189,,[1811-1840],parts,230x320 and 220x160 mm,Autograph manuscript,parti,
850657704,,[1861-1890],parts,240x310 mm,Autograph manuscript,parti,
850668724,,[1801-1900],parts,220x270 mm,Autograph manuscript,parti,
850669102,,[1801-1900],parts,225x280 mm,Autograph manuscript,parti,
850675999,,[1841-1860],parts,225 x 280 mm,Autograph manuscript,parti,
850671516,,[1861-1890],parts,225x295 mm,Autograph manuscript,parti,
850674596,,[1861-1890],parts,287x225 mm,Autograph manuscript,parti,
850674595,,[1861-1890],parts,292x228 mm,Autograph manuscript,parti,
850674597,,[1861-1890],parts,224x302 mm,Autograph manuscript,parti,
850671517,,[1861-1890],parts,225x295 mm,Autograph manuscript,parti,
850674591,,[1861-1890],parts,222x291 mm,Autograph manuscript,parti,
850669020,,[1861-1890],parts,225x295 mm,Autograph manuscript,parti,
850671513,,[1861-1890],parts,225x295 mm,Autograph manuscript,parti,
850671515,,[1861-1890],parts,225x295 mm,Autograph manuscript,parti,
850676040,,[1861-1890],parts,230 x 300 mm,Autograph manuscript,parti,
850669967,,[1861-1890],parts,225 x 295 mm,Autograph manuscript,parti,
850671206,,[1841-1860],parts,230x295 mm,Autograph manuscript,parti,
850669184,,[1861-1890],parts,226-230x285-290 mm. ,Autograph manuscript,parti,
850667105,,[1861-1890],parts,235x240 mm,Autograph manuscript,parti,
850694400,,[1861-1890],parts,220x290 mm.,Autograph manuscript,parti,
850674919,,[1861-1890],parts,280x225 mm,Autograph manuscript,parti,
850675698,,[1911-1940],parts,300x236 mm,Autograph manuscript,parti,
850669244,,[1891-1900],parts,225x290 mm,Autograph manuscript,parti,
850669234,,[1901-1910],parts,288x224 mm,Autograph manuscript,parti,
850669376,,[1861-1890],parts,294x225 mm,Autograph manuscript,parti,
850670438,,[1861-1890],parts,290x220 mm,Autograph manuscript,parti,
850676143,,[1841-1860],parts,225 x 280 mm,Autograph manuscript,parti,
850686467,,[1801-1900],parts,288x221 mm.,Autograph manuscript,parti,
850676702,,[1861-1890],parts,290x220 mm,Autograph manuscript,parti,
850676039,,[1901-1910],parts,300 x 230 mm,Autograph manuscript,parti,
850671133,,[1841-1860],parts,230x290 mm,Autograph manuscript,parti,
850671514,,[1861-1890],parts,225x295 mm,Autograph manuscript,parti,
850671205,,[1861-1890],parts,220x290 mm,Autograph manuscript,parti,
850675568,,[1911-1940],parts,350x265 mm,Autograph manuscript,parti,
850669968,,[1861-1890],parts,225 x 295 mm,Autograph manuscript,parti,
850669243,,[1861-1890],parts,220x285 mm,Autograph manuscript,parti,
850676451,,[1861-1890],parts,230 x 300 mm.,Autograph manuscript,parti,
850674594,,[1861-1890],parts,220x300 mm,Autograph manuscript,parti,
850694509,,[1861-1890],parts,,Autograph manuscript,parti,
850693687,,[1911-1940],parts,150x210 mm,Autograph manuscript,parti,
850694189,,[1861-1890],parts,293-225x225-289 mm,Autograph manuscript,parti,
850692693,,[1861-1890],parts,,Autograph manuscript,parti,
850674593,,[1861-1890],parts,287x222 mm,Autograph manuscript,parti,
850671057,,[1861-1890],parts,220x315 mm,Autograph manuscript,parti,
850670855,,[1841-1860],parts,225x280 mm,Autograph manuscript,parti,
850625412,,[1861-1890],parts,210 x 290 mm,Autograph manuscript,parti,
850671060,,[1861-1890],parts,225x290 mm,Autograph manuscript,parti,
850674325,,[1861-1890],parts,225x285 mm,Autograph manuscript,parti,
850693261,,[1861-1890],parts,228x292 mm,Autograph manuscript,parti,
850694438,,[1841-1860],parts,220x290 mm.,Autograph manuscript,parti,
850671055,,[1861-1890],parts,225x300 mm,Autograph manuscript,parti,
850667380,,[1861-1890],parts,235x305 mm,Autograph manuscript,parti,
850670858,,1842,parts,225x300 mm,Autograph manuscript,parti,
850694749,,[1861-1890],parts,230 x 294 mm,Autograph manuscript,parti,
850694828,,[1861-1890],parts,,Autograph manuscript,parti,
850694114,,[1861-1890],parts,226-290x269-227 mm.,Autograph manuscript,parti,
850693107,,[1861-1890],parts,224x290 mm.,Autograph manuscript,parti,
850692951,,[1861-1890],parts,290x220/227 mm.,Autograph manuscript,parti,
850669733,,[1911-1940],parts,280x210 mm,Autograph manuscript,parti,
850642707,,1789-1798,parts,230x300 mm.,Autograph manuscript,parti,
850642842,,1789-1798,parts,220x290 mm,Autograph manuscript,parti,
850642994,,1789-1798,parts,220x300 mm.,Autograph manuscript,parti,
850602358,,[1801-1810],parts,320x230 mm,Autograph manuscript,parti,
850642996,,1789-1798,parts,230x310 mm.,Autograph manuscript,parti,
850602667,,[1791-1810],parts,230x320 mm,Autograph manuscript,parti,
850657254,,[1811-1840],parts,244x316 mm.,Autograph manuscript,parti,
850605967,,[1801-1900],parts,235x330 mm,Autograph manuscript,parti,
850659343,,[1861-1890],parts,225x290 mm,Autograph manuscript,parti,
850667111,,[1861-1890],parts,240x300 mm,Autograph manuscript,parti,
850667112,,[1861-1890],parts,230x295 mm,Autograph manuscript,parti,
850610068,,[1791-1800],parts,295x225 and 230x315 mm,Autograph manuscript,parti,
850669115,,[1861-1890],parts,240x298 mm,Autograph manuscript,parti,
850669269,,[1911-1940],parts,280x210 mm.,Autograph manuscript,parti,
850669653,,[1861-1890],parts,214x290 mm,Autograph manuscript,parti,
850669883,,[1911-1940],parts,350x240 mm.,Autograph manuscript,parti,
850657543,,[1911-1940],parts,295x225 mm,Autograph manuscript,parti,
850673312,,[1841-1860],parts,220x280 mm,Autograph manuscript,parti,
850657564,,[1861-1890],parts,230x300 mm,Autograph manuscript,parti,
850673778,,[1841-1860],parts,230x290 mm.,Autograph manuscript,parti,
850676854,,[1901-1910],parts,333x249 mm,Autograph manuscript,parti,
850659227,,[1861-1890],parts,225x285 mm,Autograph manuscript,parti,
850728488,,[1801-1810],parts,235x310 mm,Autograph manuscript,parti,
850733634,,[1791-1810],parts,330x240 mm,Autograph manuscript,parti,
850733768,,1806,parts,220x310 mm,Autograph manuscript,parti,
850736557,,[1741-1760],parts,170x240 mm ; 285x210 mm.,Autograph manuscript,parti,
850736692,,[1741-1760],parts,220x285 mm.,Autograph manuscript,parti,
850736694,,1787,parts,220x290 mm.,Autograph manuscript,parti,
850736697,,1791,parts,290x220 mm,Autograph manuscript,parti,
850738255,,[1761-1790],parts,290x220 mm,Autograph manuscript,parti,
850738397,,[1901-1910],parts,215x300 mm,Autograph manuscript,parti,
850740019,,[1891-1900],parts,310x220 mm,Autograph manuscript,parti,
850740163,,1784,parts,190x220 mm,Autograph manuscript,parti,
850740455,,[1761-1790],parts,290x215 mm,Autograph manuscript,parti,
850669582,,[1911-1940],parts,220x200 mm,Autograph manuscript,parti,
850686884,,[1861-1890],parts,224x288 mm,Autograph manuscript,parti,
850687044,,[1861-1890],parts,225x296 mm,Autograph manuscript,parti,
850693680,,[1861-1890],parts,220x283 mm,Autograph manuscript,parti,
850733762,,[1801-1810],parts,245x330 mm,Autograph manuscript,parti,
850733912,,[1791-1810],parts,325x230 mm,Autograph manuscript,parti,
850738272,,[1861-1890],parts,210x280 mm,Autograph manuscript,parti,
850738404,,1870 circa,parts,270x220 mm.,Autograph manuscript,parti,
850739726,,[1861-1890],parts,290x219 mm,Autograph manuscript,parti,
850642267,,1789-1798,parts,230x300 mm,Autograph manuscript,parti,
850642706,,1789-1798,parts,230x300 mm,Autograph manuscript,parti,
850642101,,[1761-1790],parts,230x300 mm,Autograph manuscript,parti,
850642070,,1793,parts,230x300 mm,Autograph manuscript,parti,
850605088,,[1811-1840],parts,250x340 mm,Autograph manuscript,parti,
850608167,,[1811-1840],parts,315x230 mm.,Autograph manuscript,parti,
850608168,,[1811-1840],parts,235x320 mm.,Autograph manuscript,parti,
850608169,,[1811-1840],parts,320x225 mm.,Autograph manuscript,parti,
850609580,,[1811-1840],parts,220x310 and 220x140 mm.,Autograph manuscript,parti,
850609773,,[1801-1810],parts,225x305 mm,Autograph manuscript,parti,
850624840,,[1711-1740],parts,,Autograph manuscript,parti,
850624841,,[1711-1740],parts,,Autograph manuscript,parti,
850624844,,[1711-1740],parts,300x220 mm,Autograph manuscript,parti,
850625018,,[1811-1840],parts,300x220 mm,Autograph manuscript,parti,
850625780,,[1861-1890],parts,240x330 mm,Autograph manuscript,parti,
850631267,,[1711-1740],parts,,Autograph manuscript,parti,
850631407,,[1711-1740],parts,320x220 mm,Autograph manuscript,parti,
850631408,,[1711-1740],parts,different sizes,Autograph manuscript,parti,
850631409,,[1711-1740],parts,different sizes,Autograph manuscript,parti,
850631412,,[1711-1740],parts,300x220 mm,Autograph manuscript,parti,
850631415,,[1711-1740],parts,different sizes,Autograph manuscript,parti,
850631416,,[1711-1740],parts,310x220 mm,Autograph manuscript,parti,
850631419,,[1711-1740],parts,320x230,Autograph manuscript,parti,
850633052,,[1861-1890],parts,240x330 mm,Autograph manuscript,parti,
850636046,,1789-1798,parts,different sizes,Autograph manuscript,parti,
850641767,,1789-1798,parts,220x300 mm.,Autograph manuscript,parti,
850631274,,[1711-1740],parts,,Autograph manuscript,parti,
850631400,,[1711-1740],parts,,Autograph manuscript,parti,
850736815,,[1791-1800],1 particella,220x290 mm,Autograph manuscript,particella,
850776741,,[1840-1860],1 particella,220 x 290 mm,Autograph manuscript,Particella,
850776745,,[1840-1860],1 particella,220 x 290 mm,Autograph manuscript,Particella,
850810842,,[1800-1849],1 particella,240x320 mm,Autograph manuscript,,
850638827,,1763,1 score + particella,220x290mm,Autograph manuscript,partitura  e particella,
850693366,,[1761-1790],1 score + particella,214x290 mm; particella: 214x290 mm,Autograph manuscript,partitura e particella,
850668923,,[1801-1900],"score, parts",223x290 mm,Autograph manuscript,"partit., parte con guida,parti",
850667495,,[1911-1940],,327x240 mm (f.7:184x212 mm),Autograph manuscript,"partit.voc.,partit.ris.,partit",
850600333,,[1711-1740],,250x380 mm,Autograph manuscript,partitura,
850600580,,1759,,210x290 mm,Autograph manuscript,partitura,
850600581,,1770,,210x285 mm,Autograph manuscript,partitura,
850600635,,[1800-1849],,225x295 mm,Autograph manuscript,partitura,
850600683,,[1761-1790],,225x290 mm. ,Autograph manuscript,partitura,
850600686,,[1761-1790],,210x285 mm. ,Autograph manuscript,partitura,
850600687,,[1761-1790],,225x290 mm. ,Autograph manuscript,partitura,
850600691,,[1761-1790],,325x225 mm. ,Autograph manuscript,partitura,
850600721,,1851,,230x320 mm,Autograph manuscript,partitura,
850600723,,1853,,290x225 mm,Autograph manuscript,partitura,
850600742,,1828,,225x295 mm,Autograph manuscript,partitura,
850600744,,[1791-1810],,225x295 mm,Autograph manuscript,partitura,
850600793,,[1800-1849],,290x220 mm,Autograph manuscript,partitura,
850600798,,1827,,295x225 mm,Autograph manuscript,partitura,
850600799,,[1800-1849],,220x290 mm,Autograph manuscript,partitura,
850600800,,[1800-1849],,220x295 mm,Autograph manuscript,partitura,
850600815,,1840-1860,,320x210 mm,Autograph manuscript,partitura,
850600817,,1840-1860,,220x290 mm,Autograph manuscript,partitura,
850600834,,[1800-1849],,290x215 mm,Autograph manuscript,partitura,
850600863,,[1800-1849],,235x300 mm,Autograph manuscript,partitura,
850600864,,1830,,220x300 mm,Autograph manuscript,partitura,
850600866,,1820,,220x300 mm,Autograph manuscript,partitura,
850600868,,1839,,225x300 mm,Autograph manuscript,partitura,
850600871,,1839,,220x290 mm,Autograph manuscript,partitura,
850600882,,[1800-1849],,250x330 mm,Autograph manuscript,partitura,
850600886,,[1800-1849],,285x220 mm,Autograph manuscript,partitura,
850600891,,1836,,225x300 mm,Autograph manuscript,partitura,
850600892,,[1800-1849],,310x230 mm,Autograph manuscript,partitura,
850600900,,1833,,225x290 mm,Autograph manuscript,partitura,
850600901,,[1800-1849],,300x220 mm,Autograph manuscript,partitura,
850600903,,[1800-1849],,310x220 mm,Autograph manuscript,partitura,
850600907,,1828,,210x280 mm,Autograph manuscript,partitura,
850600908,,[1800-1849],,340x265 mm,Autograph manuscript,partitura,
850600909,,1875,,235x320 mm,Autograph manuscript,partitura,
850600911,,[1850-1899],,345x270 mm,Autograph manuscript,partitura,
850600912,,[1800-1849],,225x290 mm,Autograph manuscript,partitura,
850600913,,[1800-1849],,225x295 mm,Autograph manuscript,partitura,
850600914,,[1800-1849],,295x225 mm,Autograph manuscript,partitura,
850600915,,1825,score,310x225 mm,Autograph manuscript,partitura,
850600916,,[1800-1849],,220x290 mm,Autograph manuscript,partitura,
850600917,,[1800-1849],,220x285 mm,Autograph manuscript,partitura,
850600919,,[1800-1849],,325x220 mm,Autograph manuscript,partitura,
850600920,,[1800-1849],,225x295 mm,Autograph manuscript,partitura,
850600924,,1846,,240x330 mm,Autograph manuscript,partitura,
850600925,,1845,,225x295 mm,Autograph manuscript,partitura,
850600927,,[1850-1899],,285x220 mm,Autograph manuscript,partitura,
850600932,,[1840-1860],,275x350 mm,Autograph manuscript,partitura,
850600933,,1851,,230x320 mm,Autograph manuscript,partitura,
850600934,,1840-1860,,225x300 mm,Autograph manuscript,partitura,
850600935,,[1840-1860],,295x220 mm,Autograph manuscript,partitura,
850600939,,[1800-1849],,210x295 mm,Autograph manuscript,partitura,
850600940,,[1840-1860],,330x230 mm,Autograph manuscript,partitura,
850600941,,[1800-1849],,225x300 mm,Autograph manuscript,partitura,
